"Date","Good","Scale","Value"
"1999-06","Phosphoric acid, wet process","units ",
"1999-06","Butadiene","units ","16137"
"1999-06","Butylene","units ","20912"
"1999-06","Propylene, as propylene in all grades","units ","67358"
"1999-06","Toluene","units ","16370"
"1999-06","Xylene","units ","22849"
"1999-06","Methyl alcohol (methanol)","units ",
"1999-06","Nitric acid, 100 %","units ","82023"
"1999-06","Aluminum sulphate (alum)","units ","18951"
"1999-06","Carbon black","units ","17628"
"1999-06","Hydrogen peroxide, 100%","units ","16124"
"1999-06","Zinc oxide","units ",
"1999-07","Hydrochloric (muriatic) acid, 100%","units ","13071"
"1999-07","Sulphuric acid, all grades, including oleum, as 100%","units ","302093"
"1999-07","Ammonia, anhydrous, 100%","units ","434887"
"1999-07","Ammonium nitrate, all grades","units ","88823"
"1999-07","Ammonium phosphate, all grades","units ",
"1999-07","Benzene","units ","69407"
"1999-07","Chlorine","units ","89497"
"1999-07","Ethylene","units ","356954"
"1999-07","Formaldehyde, 100% solids basis","units ","18553"
"1999-07","Sodium chlorate","units ","88422"
"1999-07","Sodium hydroxide (caustic soda), as 100% NaOH","units ","91398"
"1999-07","Polyethylene, total","units ","209528"
"1999-07","Polyethylene, low and linear low density","units ","130800"
"1999-07","Polyethylene, high density","units ","78728"
"1999-07","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","17085"
"1999-07","Polyvinyl chloride","units ",
"1999-07","Polyesters, unsaturated","units ","9185"
"1999-07","Urea, all grades","units ","320913"
"1999-07","Phosphoric acid, wet process","units ",
"1999-07","Butadiene","units ","21034"
"1999-07","Butylene","units ","29773"
"1999-07","Propylene, as propylene in all grades","units ","84807"
"1999-07","Toluene","units ","26932"
"1999-07","Xylene","units ","25995"
"1999-07","Methyl alcohol (methanol)","units ",
"1999-07","Nitric acid, 100 %","units ","90209"
"1999-07","Aluminum sulphate (alum)","units ","19759"
"1999-07","Carbon black","units ","19184"
"1999-07","Hydrogen peroxide, 100%","units ","19545"
"1999-07","Zinc oxide","units ",
"1999-08","Hydrochloric (muriatic) acid, 100%","units ","13737"
"1999-08","Sulphuric acid, all grades, including oleum, as 100%","units ","288807"
"1999-08","Ammonia, anhydrous, 100%","units ","362091"
"1999-08","Ammonium nitrate, all grades","units ","88350"
"1999-08","Ammonium phosphate, all grades","units ",
"1999-08","Benzene","units ","69191"
"1999-08","Chlorine","units ","93680"
"1999-08","Ethylene","units ","355401"
"1999-08","Formaldehyde, 100% solids basis","units ","17279"
"1999-08","Sodium chlorate","units ","91330"
"1999-08","Sodium hydroxide (caustic soda), as 100% NaOH","units ","97277"
"1999-08","Polyethylene, total","units ","222733"
"1999-08","Polyethylene, low and linear low density","units ",
"1999-08","Polyethylene, high density","units ",
"1999-08","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","17750"
"1999-08","Polyvinyl chloride","units ",
"1999-08","Polyesters, unsaturated","units ","9184"
"1999-08","Urea, all grades","units ","328581"
"1999-08","Phosphoric acid, wet process","units ",
"1999-08","Butadiene","units ","20215"
"1999-08","Butylene","units ","26168"
"1999-08","Propylene, as propylene in all grades","units ","92056"
"1999-08","Toluene","units ","17227"
"1999-08","Xylene","units ","31431"
"1999-08","Methyl alcohol (methanol)","units ",
"1999-08","Nitric acid, 100 %","units ","85685"
"1999-08","Aluminum sulphate (alum)","units ","16862"
"1999-08","Carbon black","units ","14663"
"1999-08","Hydrogen peroxide, 100%","units ","20702"
"1999-08","Zinc oxide","units ",
"1999-09","Hydrochloric (muriatic) acid, 100%","units ","10419"
"1999-09","Sulphuric acid, all grades, including oleum, as 100%","units ","361626"
"1999-09","Ammonia, anhydrous, 100%","units ","315280"
"1999-09","Ammonium nitrate, all grades","units ","79485"
"1999-09","Ammonium phosphate, all grades","units ",
"1999-09","Benzene","units ","58308"
"1999-09","Chlorine","units ","87330"
"1999-09","Ethylene","units ","317780"
"1999-09","Formaldehyde, 100% solids basis","units ","19003"
"1999-09","Sodium chlorate","units ","83963"
"1999-09","Sodium hydroxide (caustic soda), as 100% NaOH","units ","88271"
"1999-09","Polyethylene, total","units ","218452"
"1999-09","Polyethylene, low and linear low density","units ","135218"
"1999-09","Polyethylene, high density","units ","83234"
"1999-09","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","15646"
"1999-09","Polyvinyl chloride","units ",
"1999-09","Polyesters, unsaturated","units ","8719"
"1999-09","Urea, all grades","units ","232247"
"1999-09","Phosphoric acid, wet process","units ",
"1999-09","Butadiene","units ","20638"
"1999-09","Butylene","units ","22122"
"1999-09","Propylene, as propylene in all grades","units ","84440"
"1999-09","Toluene","units ","23553"
"1999-09","Xylene","units ","24426"
"1999-09","Methyl alcohol (methanol)","units ",
"1999-09","Nitric acid, 100 %","units ","80379"
"1999-09","Aluminum sulphate (alum)","units ","18092"
"1999-09","Carbon black","units ","18103"
"1999-09","Hydrogen peroxide, 100%","units ","18531"
"1999-09","Zinc oxide","units ",
"1999-10","Hydrochloric (muriatic) acid, 100%","units ","14196"
"1999-10","Sulphuric acid, all grades, including oleum, as 100%","units ","318321"
"1999-10","Ammonia, anhydrous, 100%","units ","380981"
"1999-10","Ammonium nitrate, all grades","units ","79974"
"1999-10","Ammonium phosphate, all grades","units ",
"1999-10","Benzene","units ","50322"
"1999-10","Chlorine","units ","92178"
"1999-10","Ethylene","units ","298092"
"1999-10","Formaldehyde, 100% solids basis","units ","17064"
"1999-10","Sodium chlorate","units ","83932"
"1999-10","Sodium hydroxide (caustic soda), as 100% NaOH","units ","92940"
"1999-10","Polyethylene, total","units ","199480"
"1999-10","Polyethylene, low and linear low density","units ","132359"
"1999-10","Polyethylene, high density","units ","67121"
"1999-10","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","17796"
"1999-10","Polyvinyl chloride","units ",
"1999-10","Polyesters, unsaturated","units ","9326"
"1999-10","Urea, all grades","units ","257143"
"1999-10","Phosphoric acid, wet process","units ",
"1999-10","Butadiene","units ","15936"
"1999-10","Butylene","units ","18336"
"1999-10","Propylene, as propylene in all grades","units ","66712"
"1999-10","Toluene","units ","19328"
"1999-10","Xylene","units ","17855"
"1999-10","Methyl alcohol (methanol)","units ",
"1999-10","Nitric acid, 100 %","units ","73091"
"1999-10","Aluminum sulphate (alum)","units ","14440"
"1999-10","Carbon black","units ","20330"
"1999-10","Hydrogen peroxide, 100%","units ","19934"
"1999-10","Zinc oxide","units ",
"1999-11","Hydrochloric (muriatic) acid, 100%","units ","13286"
"1999-11","Sulphuric acid, all grades, including oleum, as 100%","units ","353599"
"1999-11","Ammonia, anhydrous, 100%","units ","373520"
"1999-11","Ammonium nitrate, all grades","units ","87104"
"1999-11","Ammonium phosphate, all grades","units ",
"1999-11","Benzene","units ","64927"
"1999-11","Chlorine","units ","91473"
"1999-11","Ethylene","units ","329578"
"1999-11","Formaldehyde, 100% solids basis","units ","12557"
"1999-11","Sodium chlorate","units ","85503"
"1999-11","Sodium hydroxide (caustic soda), as 100% NaOH","units ","92273"
"1999-11","Polyethylene, total","units ","219142"
"1999-11","Polyethylene, low and linear low density","units ","145465"
"1999-11","Polyethylene, high density","units ","73677"
"1999-11","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","16819"
"1999-11","Polyvinyl chloride","units ",
"1999-11","Polyesters, unsaturated","units ","10001"
"1999-11","Urea, all grades","units ","302572"
"1999-11","Phosphoric acid, wet process","units ",
"1999-11","Butadiene","units ","17216"
"1999-11","Butylene","units ","17823"
"1999-11","Propylene, as propylene in all grades","units ","77973"
"1999-11","Toluene","units ","15362"
"1999-11","Xylene","units ","29116"
"1999-11","Methyl alcohol (methanol)","units ",
"1999-11","Nitric acid, 100 %","units ","87143"
"1999-11","Aluminum sulphate (alum)","units ","14424"
"1999-11","Carbon black","units ","18805"
"1999-11","Hydrogen peroxide, 100%","units ","25018"
"1999-11","Zinc oxide","units ",
"1999-12","Hydrochloric (muriatic) acid, 100%","units ","14659"
"1999-12","Sulphuric acid, all grades, including oleum, as 100%","units ","351019"
"1999-12","Ammonia, anhydrous, 100%","units ","441367"
"1999-12","Ammonium nitrate, all grades","units ","109904"
"1999-12","Ammonium phosphate, all grades","units ",
"1999-12","Benzene","units ","70480"
"1999-12","Chlorine","units ","92769"
"1999-12","Ethylene","units ","335906"
"1999-12","Formaldehyde, 100% solids basis","units ","18599"
"1999-12","Sodium chlorate","units ","97340"
"1999-12","Sodium hydroxide (caustic soda), as 100% NaOH","units ","91843"
"1999-12","Polyethylene, total","units ","217308"
"1999-12","Polyethylene, low and linear low density","units ","145120"
"1999-12","Polyethylene, high density","units ","72188"
"1999-12","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","15943"
"1999-12","Polyvinyl chloride","units ",
"1999-12","Polyesters, unsaturated","units ","7935"
"1999-12","Urea, all grades","units ","355485"
"1999-12","Phosphoric acid, wet process","units ",
"1999-12","Butadiene","units ","17463"
"1999-12","Butylene","units ","20258"
"1999-12","Propylene, as propylene in all grades","units ","84596"
"1999-12","Toluene","units ","21152"
"1999-12","Xylene","units ","9164"
"1999-12","Methyl alcohol (methanol)","units ",
"1999-12","Nitric acid, 100 %","units ","95137"
"1999-12","Aluminum sulphate (alum)","units ","19250"
"1999-12","Carbon black","units ","19393"
"1999-12","Hydrogen peroxide, 100%","units ","21190"
"1999-12","Zinc oxide","units ",
"2000-01","Hydrochloric (muriatic) acid, 100%","units ","14389"
"2000-01","Sulphuric acid, all grades, including oleum, as 100%","units ","348522"
"2000-01","Ammonia, anhydrous, 100%","units ","425692"
"2000-01","Ammonium nitrate, all grades","units ","99316"
"2000-01","Ammonium phosphate, all grades","units ",
"2000-01","Benzene","units ","75814"
"2000-01","Chlorine","units ","87531"
"2000-01","Ethylene","units ","332164"
"2000-01","Formaldehyde, 100% solids basis","units ","14949"
"2000-01","Sodium chlorate","units ","91341"
"2000-01","Sodium hydroxide (caustic soda), as 100% NaOH","units ","88759"
"2000-01","Polyethylene, total","units ","207605"
"2000-01","Polyethylene, low and linear low density","units ","131029"
"2000-01","Polyethylene, high density","units ","76576"
"2000-01","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","15117"
"2000-01","Polyvinyl chloride","units ",
"2000-01","Polyesters, unsaturated","units ","8079"
"2000-01","Urea, all grades","units ","344408"
"2000-01","Phosphoric acid, wet process","units ",
"2000-01","Butadiene","units ","21161"
"2000-01","Butylene","units ","24362"
"2000-01","Propylene, as propylene in all grades","units ","70562"
"2000-01","Toluene","units ","29544"
"2000-01","Xylene","units ","35884"
"2000-01","Methyl alcohol (methanol)","units ",
"2000-01","Nitric acid, 100 %","units ","91612"
"2000-01","Aluminum sulphate (alum)","units ","12453"
"2000-01","Carbon black","units ","16700"
"2000-01","Hydrogen peroxide, 100%","units ","20848"
"2000-01","Zinc oxide","units ",
"2000-02","Hydrochloric (muriatic) acid, 100%","units ","15035"
"2000-02","Sulphuric acid, all grades, including oleum, as 100%","units ","332912"
"2000-02","Ammonia, anhydrous, 100%","units ","394631"
"2000-02","Ammonium nitrate, all grades","units ","85181"
"2000-02","Ammonium phosphate, all grades","units ",
"2000-02","Benzene","units ","75506"
"2000-02","Chlorine","units ","86845"
"2000-02","Ethylene","units ","320253"
"2000-02","Formaldehyde, 100% solids basis","units ","14779"
"2000-02","Sodium chlorate","units ","86780"
"2000-02","Sodium hydroxide (caustic soda), as 100% NaOH","units ","85087"
"2000-02","Polyethylene, total","units ","220006"
"2000-02","Polyethylene, low and linear low density","units ","143278"
"2000-02","Polyethylene, high density","units ","76728"
"2000-02","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","15914"
"2000-02","Polyvinyl chloride","units ",
"2000-02","Polyesters, unsaturated","units ","9222"
"2000-02","Urea, all grades","units ","281465"
"2000-02","Phosphoric acid, wet process","units ",
"2000-02","Butadiene","units ","20982"
"2000-02","Butylene","units ","23470"
"2000-02","Propylene, as propylene in all grades","units ","71759"
"2000-02","Toluene","units ","21630"
"2000-02","Xylene","units ","34040"
"2000-02","Methyl alcohol (methanol)","units ",
"2000-02","Nitric acid, 100 %","units ","79647"
"2000-02","Aluminum sulphate (alum)","units ","12983"
"2000-02","Carbon black","units ","19016"
"2000-02","Hydrogen peroxide, 100%","units ","19661"
"2000-02","Zinc oxide","units ",
"2000-03","Hydrochloric (muriatic) acid, 100%","units ","14594"
"2000-03","Sulphuric acid, all grades, including oleum, as 100%","units ","313468"
"2000-03","Ammonia, anhydrous, 100%","units ","450929"
"2000-03","Ammonium nitrate, all grades","units ","97013"
"2000-03","Ammonium phosphate, all grades","units ",
"2000-03","Benzene","units ","79460"
"2000-03","Chlorine","units ","90524"
"2000-03","Ethylene","units ","342200"
"2000-03","Formaldehyde, 100% solids basis","units ","16148"
"2000-03","Sodium chlorate","units ","91335"
"2000-03","Sodium hydroxide (caustic soda), as 100% NaOH","units ","88719"
"2000-03","Polyethylene, total","units ","235516"
"2000-03","Polyethylene, low and linear low density","units ","150426"
"2000-03","Polyethylene, high density","units ","85090"
"2000-03","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","16919"
"2000-03","Polyvinyl chloride","units ",
"2000-03","Polyesters, unsaturated","units ","10103"
"2000-03","Urea, all grades","units ","349139"
"2000-03","Phosphoric acid, wet process","units ",
"2000-03","Butadiene","units ","23139"
"2000-03","Butylene","units ","25156"
"2000-03","Propylene, as propylene in all grades","units ","83321"
"2000-03","Toluene","units ","22276"
"2000-03","Xylene","units ","32498"
"2000-03","Methyl alcohol (methanol)","units ",
"2000-03","Nitric acid, 100 %","units ","97260"
"2000-03","Aluminum sulphate (alum)","units ","14847"
"2000-03","Carbon black","units ",
"2000-03","Hydrogen peroxide, 100%","units ","21181"
"2000-03","Zinc oxide","units ",
"2000-04","Hydrochloric (muriatic) acid, 100%","units ","12707"
"2000-04","Sulphuric acid, all grades, including oleum, as 100%","units ","333651"
"2000-04","Ammonia, anhydrous, 100%","units ","448332"
"2000-04","Ammonium nitrate, all grades","units ","93665"
"2000-04","Ammonium phosphate, all grades","units ",
"2000-04","Benzene","units ","74069"
"2000-04","Chlorine","units ","85484"
"2000-04","Ethylene","units ","328847"
"2000-04","Formaldehyde, 100% solids basis","units ","15509"
"2000-04","Sodium chlorate","units ","92157"
"2000-04","Sodium hydroxide (caustic soda), as 100% NaOH","units ","85420"
"2000-04","Polyethylene, total","units ","228486"
"2000-04","Polyethylene, low and linear low density","units ","149640"
"2000-04","Polyethylene, high density","units ","78846"
"2000-04","Polystyrene and acrylonitrile-butadiene-styrene (abs)","units ","17465"
"2000-04","Polyvinyl chloride","units ",
"2000-04","Polyesters, unsaturated","units ","15366"
"2000-04","Urea, all grades","units ","352731"
"2000-04","Phosphoric acid, wet process","units ",
"2000-04","Butadiene","units ","19443"
