"Year","Commodity","Unit","Value"
"1961","Milkshake, milk solids","Kilograms per person, per year",
"1961","Ice cream","Litres per person, per year","10.74"
"1961","Ice cream, milk solids","Kilograms per person, per year","1.32"
"1961","Sherbet","Litres per person, per year",
"1961","Sherbet, milk solids","Kilograms per person, per year",
"1961","Ice milk","Litres per person, per year",
"1961","Ice milk, milk solids","Kilograms per person, per year",
"1961","Standard milk 3.25%","Litres per person, per year","70.70"
"1961","Standard milk 3.25%, milk solids","Kilograms per person, per year","8.74"
"1961","Buttermilk","Litres per person, per year","0.85"
"1961","Buttermilk, milk solids","Kilograms per person, per year","0.09"
"1961","Partly skimmed milk 2%","Litres per person, per year","7.04"
"1961","Partly skimmed milk 2%, milk solids","Kilograms per person, per year","0.78"
"1961","Skim milk","Litres per person, per year","3.55"
"1961","Skim milk, milk solids","Kilograms per person, per year","0.34"
"1961","Chocolate and other flavoured milk","Litres per person, per year","2.22"
"1961","Chocolate and other flavoured milk, milk solids","Kilograms per person, per year","0.24"
"1961","Yogurt","Litres per person, per year","0.04"
"1961","Chicken, eviscerated weight","Kilograms per person, per year","10.59"
"1961","Turkey, boneless weight","Kilograms per person, per year","2.72"
"1961","Turkey, eviscerated weight","Kilograms per person, per year","3.45"
"1961","Eggs","Kilograms per person, per year","15.38"
"1961","Pork, carcass weight","Kilograms per person, per year","24.83"
"1961","Pork, boneless weight","Kilograms per person, per year","15.59"
"1961","Pork","Kilograms per person, per year","19.86"
"1961","Beef, carcass weight","Kilograms per person, per year","32.00"
"1961","Beef, boneless weight","Kilograms per person, per year","22.05"
"1961","Beef","Kilograms per person, per year","24.32"
"1961","Veal, carcass weight","Kilograms per person, per year","3.09"
"1961","Veal, boneless weight","Kilograms per person, per year","2.12"
"1961","Veal","Kilograms per person, per year","2.61"
"1961","Beef and veal total, carcass weight","Kilograms per person, per year","35.09"
"1961","Beef and veal total, boneless weight","Kilograms per person, per year","24.16"
"1961","Beef and veal total","Kilograms per person, per year","26.93"
"1961","Mutton and lamb, carcass weight","Kilograms per person, per year","1.60"
"1961","Mutton and lamb, boneless weight","Kilograms per person, per year","1.05"
"1961","Mutton and lamb","Kilograms per person, per year","1.42"
"1961","Offal, carcass weight","Kilograms per person, per year","2.05"
"1961","Offal, boneless weight","Kilograms per person, per year","2.05"
"1961","Offal","Kilograms per person, per year","2.05"
"1961","Butter","Kilograms per person, per year","7.16"
"1961","Butter, milk solids","Kilograms per person, per year","5.73"
"1961","Butter, fat content","Kilograms per person, per year","5.73"
"1961","Margarine","Kilograms per person, per year","4.56"
"1961","Margarine, fat content","Kilograms per person, per year","3.69"
"1961","Salad oils","Kilograms per person, per year","1.46"
"1961","Salad oils, fat content","Kilograms per person, per year","1.46"
"1961","Shortening and shortening oils","Kilograms per person, per year","4.17"
"1961","Shortening and shortening oils, fat content","Kilograms per person, per year","4.17"
"1961","Apples fresh","Kilograms per person, per year","8.62"
"1961","Apples fresh, fresh equivalent","Kilograms per person, per year","8.62"
"1961","Apples canned","Kilograms per person, per year","0.48"
"1961","Apples canned, fresh equivalent","Kilograms per person, per year","0.78"
"1961","Apples dried","Kilograms per person, per year","0.02"
"1961","Apples dried, fresh equivalent","Kilograms per person, per year","0.17"
"1961","Apples frozen","Kilograms per person, per year","0.09"
"1961","Apples frozen, fresh equivalent","Kilograms per person, per year","0.14"
"1961","Apple juice","Kilograms per person, per year","1.63"
"1961","Apple juice, fresh equivalent","Kilograms per person, per year","2.25"
"1961","Apple juice","Litres per person, per year","1.56"
"1961","Apple pie filling","Kilograms per person, per year","0.27"
"1961","Apple pie filling, fresh equivalent","Kilograms per person, per year","0.40"
"1961","Apple sauce","Kilograms per person, per year","0.30"
"1961","Apple sauce, fresh equivalent","Kilograms per person, per year","0.40"
"1961","Apricots fresh","Kilograms per person, per year","0.24"
"1961","Apricots fresh, fresh equivalent","Kilograms per person, per year","0.24"
"1961","Apricots canned","Kilograms per person, per year","0.25"
"1961","Apricots canned, fresh equivalent","Kilograms per person, per year","0.16"
"1961","Bananas fresh","Kilograms per person, per year","8.97"
"1961","Bananas fresh, fresh equivalent","Kilograms per person, per year","8.97"
"1961","Blueberries fresh","Kilograms per person, per year","0.17"
"1961","Blueberries fresh, fresh equivalent","Kilograms per person, per year","0.17"
"1961","Blueberries canned","Kilograms per person, per year","0.02"
"1961","Blueberries canned, fresh equivalent","Kilograms per person, per year","0.02"
"1961","Blueberries frozen","Kilograms per person, per year","0.01"
"1961","Blueberries frozen, fresh equivalent","Kilograms per person, per year","0.01"
"1961","Cherries fresh","Kilograms per person, per year","0.38"
"1961","Cherries fresh, fresh equivalent","Kilograms per person, per year","0.38"
"1961","Cherries frozen","Kilograms per person, per year","0.19"
"1961","Cherries frozen, fresh equivalent","Kilograms per person, per year","0.19"
"1961","Coconut fresh","Kilograms per person, per year","0.25"
"1961","Coconut fresh, fresh equivalent","Kilograms per person, per year","0.25"
"1961","Cranberries fresh","Kilograms per person, per year","0.12"
"1961","Cranberries fresh, fresh equivalent","Kilograms per person, per year","0.12"
"1961","Dates fresh","Kilograms per person, per year","2.44"
"1961","Dates fresh, fresh equivalent","Kilograms per person, per year","2.44"
"1961","Figs fresh","Kilograms per person, per year","0.50"
"1961","Figs fresh, fresh equivalent","Kilograms per person, per year","0.50"
"1961","Grapes fresh","Kilograms per person, per year","4.11"
"1961","Grapes fresh, fresh equivalent","Kilograms per person, per year","4.11"
"1961","Melons, musk and cantaloups fresh","Kilograms per person, per year","0.84"
"1961","Melons, musk and cantaloups fresh, fresh equivalent","Kilograms per person, per year","0.84"
"1961","Other fresh melons","Kilograms per person, per year","2.45"
"1961","Other fresh melons, fresh equivalent","Kilograms per person, per year","2.45"
"1961","Melons total fresh","Kilograms per person, per year","3.29"
"1961","Melons total fresh, fresh equivalent","Kilograms per person, per year","3.29"
"1961","Nectarines fresh","Kilograms per person, per year","0.07"
"1961","Nectarines fresh, fresh equivalent","Kilograms per person, per year","0.07"
"1961","Peaches fresh","Kilograms per person, per year","2.76"
"1961","Peaches fresh, fresh equivalent","Kilograms per person, per year","2.76"
"1961","Peaches canned","Kilograms per person, per year","1.85"
"1961","Peaches canned, fresh equivalent","Kilograms per person, per year","1.88"
"1961","Pears fresh","Kilograms per person, per year","1.39"
"1961","Pears fresh, fresh equivalent","Kilograms per person, per year","1.39"
"1961","Pears canned","Kilograms per person, per year","0.88"
"1961","Pears canned, fresh equivalent","Kilograms per person, per year","0.98"
"1961","Pineapples fresh","Kilograms per person, per year","0.20"
"1961","Pineapples fresh, fresh equivalent","Kilograms per person, per year","0.20"
"1961","Pineapples canned","Kilograms per person, per year","0.94"
"1961","Pineapples canned, fresh equivalent","Kilograms per person, per year","1.61"
"1961","Pineapple juice","Kilograms per person, per year","0.37"
"1961","Pineapple juice, fresh equivalent","Kilograms per person, per year","0.63"
"1961","Pineapple juice","Litres per person, per year","0.36"
"1961","Plums total fresh","Kilograms per person, per year","0.89"
"1961","Plums total fresh, fresh equivalent","Kilograms per person, per year","0.89"
"1961","Raspberries frozen","Kilograms per person, per year","0.21"
"1961","Raspberries frozen, fresh equivalent","Kilograms per person, per year","0.22"
"1961","Strawberries fresh","Kilograms per person, per year","0.81"
"1961","Strawberries fresh, fresh equivalent","Kilograms per person, per year","0.81"
"1961","Strawberries canned","Kilograms per person, per year","0.07"
"1961","Strawberries canned, fresh equivalent","Kilograms per person, per year","0.05"
"1961","Strawberries frozen","Kilograms per person, per year","0.47"
"1961","Strawberries frozen, fresh equivalent","Kilograms per person, per year","0.40"
"1961","Fruits not specified fresh","Kilograms per person, per year","0.04"
"1961","Fruits not specified fresh, fresh equivalent","Kilograms per person, per year","0.04"
"1961","Fruits not specified canned","Kilograms per person, per year",
"1961","Fruits not specified canned, fresh equivalent","Kilograms per person, per year",
"1961","Fruits not specified dried","Kilograms per person, per year","1.97"
"1961","Fruits not specified dried, fresh equivalent","Kilograms per person, per year","11.41"
"1961","Fruits not specified frozen","Kilograms per person, per year","0.05"
"1961","Fruits not specified frozen, fresh equivalent","Kilograms per person, per year","0.07"
"1961","Oranges fresh","Kilograms per person, per year","9.25"
"1961","Oranges fresh, fresh equivalent","Kilograms per person, per year","9.25"
"1961","Orange juice","Kilograms per person, per year","4.32"
"1961","Orange juice, fresh equivalent","Kilograms per person, per year","7.96"
"1961","Orange juice","Litres per person, per year","4.17"
"1961","Lemons fresh","Kilograms per person, per year","0.78"
"1961","Lemons fresh, fresh equivalent","Kilograms per person, per year","0.78"
"1961","Lemon juice","Kilograms per person, per year","0.69"
"1961","Lemon juice, fresh equivalent","Kilograms per person, per year","2.08"
"1961","Lemon juice","Litres per person, per year","0.67"
"1961","Grapefruits fresh","Kilograms per person, per year","3.88"
"1961","Grapefruits fresh, fresh equivalent","Kilograms per person, per year","3.88"
"1961","Grapefruit juice","Kilograms per person, per year","0.66"
"1961","Grapefruit juice, fresh equivalent","Kilograms per person, per year","1.36"
"1961","Grapefruit juice","Litres per person, per year","0.64"
"1961","Asparagus fresh","Kilograms per person, per year","0.16"
"1961","Asparagus fresh, fresh equivalent","Kilograms per person, per year","0.16"
"1961","Asparagus canned","Kilograms per person, per year","0.17"
"1961","Asparagus canned, fresh equivalent","Kilograms per person, per year","0.22"
"1961","Beans green and wax fresh","Kilograms per person, per year","0.56"
"1961","Beans green and wax fresh, fresh equivalent","Kilograms per person, per year","0.56"
"1961","Beans green and wax canned","Kilograms per person, per year","1.48"
"1961","Beans green and wax canned, fresh equivalent","Kilograms per person, per year","1.08"
"1961","Beans green and wax frozen","Kilograms per person, per year","0.13"
"1961","Beans green and wax frozen, fresh equivalent","Kilograms per person, per year","0.16"
"1961","Beets fresh","Kilograms per person, per year","0.78"
"1961","Beets fresh, fresh equivalent","Kilograms per person, per year","0.78"
"1961","Beets canned","Kilograms per person, per year","0.30"
"1961","Beets canned, fresh equivalent","Kilograms per person, per year","0.36"
"1961","Broccoli frozen","Kilograms per person, per year",
"1961","Broccoli frozen, fresh equivalent","Kilograms per person, per year",
"1961","Brussels sprouts fresh","Kilograms per person, per year","0.11"
"1961","Brussels sprouts fresh, fresh equivalent","Kilograms per person, per year","0.11"
"1961","Cabbage fresh","Kilograms per person, per year","4.30"
"1961","Cabbage fresh, fresh equivalent","Kilograms per person, per year","4.30"
"1961","Carrots fresh","Kilograms per person, per year","6.29"
"1961","Carrots fresh, fresh equivalent","Kilograms per person, per year","6.29"
"1961","Carrots canned","Kilograms per person, per year","0.22"
"1961","Carrots canned, fresh equivalent","Kilograms per person, per year","0.26"
"1961","Cauliflower fresh","Kilograms per person, per year","0.96"
"1961","Cauliflower fresh, fresh equivalent","Kilograms per person, per year","0.96"
